date,area,trap,mosquito_name,number_of_mosquitoes
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Aedes alboannulatus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Culex annulirostris,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Aedes alboannulatus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes procox,1
2024-12-06,Cannington,CAN1ABL1,Aedes procox,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Coquillettidia linealis,1
2024-12-06,Cannington,CAN1ABL1,Coquillettidia linealis,1
2024-12-06,Cannington,CAN1ABL1,Culex annulirostris,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Other,1
2024-12-06,Cannington,CAN1ABL1,Aedes alboannulatus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes camptorhynchus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes notoscriptus,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Aedes vigilax,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Anopheles annulipes,1
2024-12-06,Cannington,CAN1ABL1,Culex annulirostris,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-06,Cannington,CAN1ABL1,Culex quinquefasciatus,1
2024-12-17,Maylands,BAY1BER1,Aedes camptorhynchus,1
2024-12-17,Maylands,BAY1BER1,Aedes camptorhynchus,1
2024-12-17,Maylands,BAY1BER1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1BER1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1BER1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1BER1,Aedes vigilax,1
2024-12-17,Maylands,BAY1BER1,Aedes vigilax,1
2024-12-17,Maylands,BAY1BER1,Aedes vigilax,1
2024-12-17,Maylands,BAY1BER1,Aedes vigilax,1
2024-12-17,Maylands,BAY1BER1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Aedes camptorhynchus,1
2024-12-17,Maylands,BAY1LAK1,Aedes camptorhynchus,1
2024-12-17,Maylands,BAY1LAK1,Aedes camptorhynchus,1
2024-12-17,Maylands,BAY1LAK1,Aedes camptorhynchus,1
2024-12-17,Maylands,BAY1LAK1,Aedes camptorhynchus,1
2024-12-17,Maylands,BAY1LAK1,Aedes camptorhynchus,1
2024-12-17,Maylands,BAY1LAK1,Aedes camptorhynchus,1
2024-12-17,Maylands,BAY1LAK1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1LAK1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1LAK1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1LAK1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1LAK1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1LAK1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1LAK1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1LAK1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1LAK1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1LAK1,Aedes notoscriptus,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Aedes vigilax,1
2024-12-17,Maylands,BAY1LAK1,Anopheles annulipes,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex annulirostris,1
2024-12-17,Maylands,BAY1LAK1,Culex quinquefasciatus,1
2024-12-17,Maylands,BAY1LAK1,Culex quinquefasciatus,1
2024-12-17,Maylands,BAY1LAK1,Culex quinquefasciatus,1
2024-12-17,Maylands,BAY1LAK1,Culex quinquefasciatus,1
2024-12-17,Maylands,BAY1LAK1,Culex quinquefasciatus,1
2024-12-17,Maylands,BAY1LAK1,Culex sitiens,1
2024-12-17,Maylands,BAY1LAK1,Other,1
2024-12-17,Maylands,BAY1LAK1,Verralina funerea,1
2024-12-17,Maylands,BAY1LAK1,Verrallina masters 52,1
2024-12-17,Maylands,BAY1LAK1,Verrallina masters 52,1
2024-12-18,Bassendean,BAS1SAN,Aedes aculeatus,1
2024-12-18,Bassendean,BAS1SAN,Aedes bitaenorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes burpengaryensis,1
2024-12-18,Bassendean,BAS1SAN,Aedes burpengaryensis,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes camptorhynchus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes notoscriptus,1
2024-12-18,Bassendean,BAS1SAN,Aedes procox,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Aedes vigilax,1
2024-12-18,Bassendean,BAS1SAN,Anopheles annulipes,1
2024-12-18,Bassendean,BAS1SAN,Coquillettidia linealis,1
2024-12-18,Bassendean,BAS1SAN,Coquillettidia linealis,1
2024-12-18,Bassendean,BAS1SAN,Coquillettidia linealis,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
2024-12-18,Bassendean,BAS1SAN,Culex annulirostris,1
